Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6573;0,5786
Satelite_Molinos3_SR;28,0055;0,4647
Satelite_Molinos_SR;28,0934;0,4499
Satelite_Urbano2_SR;27,8177;0,1208
Satelite_Urbano3_SR;27,7637;0,1128
Satelite_Urbano4_SR;27,8306;0,1785
Satelite_Urbano_SR;27,8372;0,2213
Satelite_Vegetacion2_SR;27,8252;0,1845
Satelite_Vegetacion3_SR;27,6627;0,1932
Satelite_Vegetacion_SR;28,3235;0,1637
Satelite_Viales2_SR;27,6833;0,1588
Satelite_Viales_SR;28,0912;0,4012
