Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6877;0,5985
Satelite_Molinos3_SR;27,6924;0,4716
Satelite_Molinos_SR;27,5976;0,4130
Satelite_Urbano2_SR;27,7912;0,1134
Satelite_Urbano3_SR;27,7392;0,1113
Satelite_Urbano4_SR;27,7949;0,1799
Satelite_Urbano_SR;27,7343;0,2071
Satelite_Vegetacion2_SR;27,7561;0,1735
Satelite_Vegetacion3_SR;27,6365;0,1628
Satelite_Vegetacion_SR;28,2974;0,1632
Satelite_Viales2_SR;27,6862;0,1283
Satelite_Viales_SR;27,9084;0,4126
