Name;PSNR;SSIM
Satelite_Molinos2_SR;28,3940;0,5866
Satelite_Molinos3_SR;28,2818;0,4643
Satelite_Molinos_SR;28,0371;0,4371
Satelite_Urbano2_SR;27,8424;0,1240
Satelite_Urbano3_SR;27,8050;0,1145
Satelite_Urbano4_SR;27,9071;0,1820
Satelite_Urbano_SR;27,8373;0,2216
Satelite_Vegetacion2_SR;27,8599;0,1885
Satelite_Vegetacion3_SR;27,6630;0,1948
Satelite_Vegetacion_SR;28,2825;0,1628
Satelite_Viales2_SR;27,6631;0,1452
Satelite_Viales_SR;28,0664;0,4017
