Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6433;0,4771
Satelite_Molinos3_SR;28,0178;0,4014
Satelite_Molinos_SR;28,0906;0,3881
Satelite_Urbano2_SR;27,8246;0,1130
Satelite_Urbano3_SR;27,7658;0,1063
Satelite_Urbano4_SR;27,7903;0,1647
Satelite_Urbano_SR;27,8844;0,2099
Satelite_Vegetacion2_SR;27,8537;0,1734
Satelite_Vegetacion3_SR;27,7090;0,1838
Satelite_Vegetacion_SR;28,3456;0,1539
Satelite_Viales2_SR;27,6882;0,1464
Satelite_Viales_SR;28,0485;0,3512
