Name;PSNR;SSIM
Satelite_Molinos2_SR;28,7165;0,5137
Satelite_Molinos3_SR;27,9131;0,4278
Satelite_Molinos_SR;27,9179;0,4181
Satelite_Urbano2_SR;27,8122;0,1153
Satelite_Urbano3_SR;27,7558;0,1105
Satelite_Urbano4_SR;27,7914;0,1685
Satelite_Urbano_SR;27,8081;0,2105
Satelite_Vegetacion2_SR;27,8179;0,1825
Satelite_Vegetacion3_SR;27,6540;0,1745
Satelite_Vegetacion_SR;28,3748;0,1570
Satelite_Viales2_SR;27,6730;0,1440
Satelite_Viales_SR;27,9398;0,3578
