Name;PSNR;SSIM
Satelite_Molinos2_SR;28,9351;0,5447
Satelite_Molinos3_SR;27,8991;0,4503
Satelite_Molinos_SR;28,0399;0,4268
Satelite_Urbano2_SR;27,8255;0,1186
Satelite_Urbano3_SR;27,7561;0,1110
Satelite_Urbano4_SR;27,7978;0,1712
Satelite_Urbano_SR;27,8560;0,2214
Satelite_Vegetacion2_SR;27,8143;0,1790
Satelite_Vegetacion3_SR;27,6685;0,1840
Satelite_Vegetacion_SR;28,3902;0,1590
Satelite_Viales2_SR;27,6829;0,1538
Satelite_Viales_SR;27,9953;0,3757
