Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6841;0,5456
Satelite_Molinos3_SR;27,8085;0,4317
Satelite_Molinos_SR;27,8278;0,4084
Satelite_Urbano2_SR;27,8012;0,1065
Satelite_Urbano3_SR;27,7470;0,1043
Satelite_Urbano4_SR;27,8081;0,1648
Satelite_Urbano_SR;27,8096;0,2043
Satelite_Vegetacion2_SR;27,7901;0,1682
Satelite_Vegetacion3_SR;27,6450;0,1676
Satelite_Vegetacion_SR;28,3493;0,1518
Satelite_Viales2_SR;27,6823;0,1335
Satelite_Viales_SR;27,9716;0,3615
