Name;PSNR;SSIM
Satelite_Molinos2_SR;28,7670;0,5190
Satelite_Molinos3_SR;27,9846;0,4357
Satelite_Molinos_SR;28,1408;0,4200
Satelite_Urbano2_SR;27,8236;0,1149
Satelite_Urbano3_SR;27,7489;0,1091
Satelite_Urbano4_SR;27,7897;0,1661
Satelite_Urbano_SR;27,8738;0,2179
Satelite_Vegetacion2_SR;27,8626;0,1834
Satelite_Vegetacion3_SR;27,6976;0,1852
Satelite_Vegetacion_SR;28,3534;0,1560
Satelite_Viales2_SR;27,7033;0,1524
Satelite_Viales_SR;28,0428;0,3525
