Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6892;0,5970
Satelite_Molinos3_SR;27,6952;0,4703
Satelite_Molinos_SR;27,5994;0,4119
Satelite_Urbano2_SR;27,7919;0,1132
Satelite_Urbano3_SR;27,7416;0,1109
Satelite_Urbano4_SR;27,7936;0,1795
Satelite_Urbano_SR;27,7318;0,2066
Satelite_Vegetacion2_SR;27,7589;0,1728
Satelite_Vegetacion3_SR;27,6360;0,1624
Satelite_Vegetacion_SR;28,2958;0,1630
Satelite_Viales2_SR;27,6844;0,1281
Satelite_Viales_SR;27,9115;0,4120
