Name;PSNR;SSIM
Satelite_Molinos2_SR;28,8680;0,5240
Satelite_Molinos3_SR;28,0097;0,4339
Satelite_Molinos_SR;28,0561;0,4170
Satelite_Urbano2_SR;27,8212;0,1153
Satelite_Urbano3_SR;27,7533;0,1096
Satelite_Urbano4_SR;27,7823;0,1690
Satelite_Urbano_SR;27,8595;0,2172
Satelite_Vegetacion2_SR;27,8636;0,1825
Satelite_Vegetacion3_SR;27,6765;0,1816
Satelite_Vegetacion_SR;28,3348;0,1563
Satelite_Viales2_SR;27,6773;0,1423
Satelite_Viales_SR;28,0100;0,3606
