Name;PSNR;SSIM
Satelite_Molinos2_SR;28,7693;0,4804
Satelite_Molinos3_SR;27,9199;0,4042
Satelite_Molinos_SR;28,0660;0,4150
Satelite_Urbano2_SR;27,8147;0,1077
Satelite_Urbano3_SR;27,7611;0,1072
Satelite_Urbano4_SR;27,8223;0,1543
Satelite_Urbano_SR;27,8630;0,2149
Satelite_Vegetacion2_SR;27,8540;0,1805
Satelite_Vegetacion3_SR;27,6559;0,1753
Satelite_Vegetacion_SR;28,3763;0,1481
Satelite_Viales2_SR;27,6904;0,1599
Satelite_Viales_SR;28,0370;0,3615
