Name;PSNR;SSIM
Satelite_Molinos2_SR;28,9246;0,5794
Satelite_Molinos3_SR;27,8169;0,4527
Satelite_Molinos_SR;27,9325;0,4355
Satelite_Urbano2_SR;27,8119;0,1162
Satelite_Urbano3_SR;27,7470;0,1093
Satelite_Urbano4_SR;27,8181;0,1756
Satelite_Urbano_SR;27,8075;0,2153
Satelite_Vegetacion2_SR;27,8290;0,1864
Satelite_Vegetacion3_SR;27,6633;0,1795
Satelite_Vegetacion_SR;28,3750;0,1624
Satelite_Viales2_SR;27,6814;0,1535
Satelite_Viales_SR;28,0127;0,4018
