Name;PSNR;SSIM
Satelite_Molinos2_SR;28,5761;0,5284
Satelite_Molinos3_SR;27,7587;0,4210
Satelite_Molinos_SR;27,7270;0,3846
Satelite_Urbano2_SR;27,8018;0,1053
Satelite_Urbano3_SR;27,7392;0,1032
Satelite_Urbano4_SR;27,7951;0,1611
Satelite_Urbano_SR;27,7891;0,1994
Satelite_Vegetacion2_SR;27,7680;0,1618
Satelite_Vegetacion3_SR;27,6397;0,1594
Satelite_Vegetacion_SR;28,3153;0,1484
Satelite_Viales2_SR;27,6774;0,1265
Satelite_Viales_SR;27,9509;0,3461
