Name;PSNR;SSIM
Satelite_Molinos2_SR;28,4608;0,5928
Satelite_Molinos3_SR;28,1292;0,4751
Satelite_Molinos_SR;27,8480;0,4326
Satelite_Urbano2_SR;27,8049;0,1202
Satelite_Urbano3_SR;27,7552;0,1134
Satelite_Urbano4_SR;27,7981;0,1790
Satelite_Urbano_SR;27,8161;0,2198
Satelite_Vegetacion2_SR;27,8171;0,1844
Satelite_Vegetacion3_SR;27,6436;0,1778
Satelite_Vegetacion_SR;28,3586;0,1620
Satelite_Viales2_SR;27,6697;0,1464
Satelite_Viales_SR;27,9985;0,4043
