Name;PSNR;SSIM
Satelite_Molinos2_SR;28,8767;0,5860
Satelite_Molinos3_SR;27,8633;0,4572
Satelite_Molinos_SR;27,8849;0,4367
Satelite_Urbano2_SR;27,8000;0,1153
Satelite_Urbano3_SR;27,7533;0,1099
Satelite_Urbano4_SR;27,8062;0,1766
Satelite_Urbano_SR;27,7935;0,2088
Satelite_Vegetacion2_SR;27,7876;0,1722
Satelite_Vegetacion3_SR;27,6594;0,1648
Satelite_Vegetacion_SR;28,3521;0,1600
Satelite_Viales2_SR;27,6889;0,1378
Satelite_Viales_SR;27,9406;0,3975
