Name;PSNR;SSIM
Satelite_Molinos2_SR;28,5692;0,5211
Satelite_Molinos3_SR;28,0604;0,4408
Satelite_Molinos_SR;28,0099;0,4242
Satelite_Urbano2_SR;27,8149;0,1161
Satelite_Urbano3_SR;27,7430;0,1096
Satelite_Urbano4_SR;27,7801;0,1714
Satelite_Urbano_SR;27,8529;0,2210
Satelite_Vegetacion2_SR;27,8450;0,1815
Satelite_Vegetacion3_SR;27,6798;0,1856
Satelite_Vegetacion_SR;28,3639;0,1564
Satelite_Viales2_SR;27,6778;0,1482
Satelite_Viales_SR;28,0056;0,3267
