Name;PSNR;SSIM
Satelite_Molinos2_SR;28,7936;0,4607
Satelite_Molinos3_SR;27,8206;0,3848
Satelite_Molinos_SR;27,9405;0,3804
Satelite_Urbano2_SR;27,8229;0,1096
Satelite_Urbano3_SR;27,7577;0,1030
Satelite_Urbano4_SR;27,7981;0,1554
Satelite_Urbano_SR;27,8356;0,2004
Satelite_Vegetacion2_SR;27,8201;0,1661
Satelite_Vegetacion3_SR;27,6644;0,1652
Satelite_Vegetacion_SR;28,3755;0,1479
Satelite_Viales2_SR;27,6906;0,1345
Satelite_Viales_SR;27,9809;0,3224
