Name;PSNR;SSIM
Satelite_Molinos2_SR;28,6394;0,4338
Satelite_Molinos3_SR;27,8213;0,3506
Satelite_Molinos_SR;27,7798;0,3419
Satelite_Urbano2_SR;27,8106;0,0959
Satelite_Urbano3_SR;27,7471;0,0942
Satelite_Urbano4_SR;27,8192;0,1448
Satelite_Urbano_SR;27,7799;0,1782
Satelite_Vegetacion2_SR;27,7896;0,1557
Satelite_Vegetacion3_SR;27,6462;0,1525
Satelite_Vegetacion_SR;28,3206;0,1428
Satelite_Viales2_SR;27,6879;0,1226
Satelite_Viales_SR;27,9738;0,3262
