Name;PSNR;SSIM
Satelite_Molinos2_SR;28,7851;0,5359
Satelite_Molinos3_SR;27,9040;0,4458
Satelite_Molinos_SR;28,0611;0,4305
Satelite_Urbano2_SR;27,8096;0,1162
Satelite_Urbano3_SR;27,7542;0,1128
Satelite_Urbano4_SR;27,7949;0,1723
Satelite_Urbano_SR;27,8370;0,2194
Satelite_Vegetacion2_SR;27,8475;0,1863
Satelite_Vegetacion3_SR;27,6809;0,1892
Satelite_Vegetacion_SR;28,3691;0,1581
Satelite_Viales2_SR;27,6885;0,1539
Satelite_Viales_SR;28,0370;0,3777
