epoch,train_loss,val_loss,psnr,ssim,lr
1,51.67536654095677,13.262073834737143,24.583634308704507,0.6209691955691833,0.0001
2,50.22809191358129,13.497797330220541,24.499363362284736,0.6287616846786178,0.0001
3,49.727912235235785,13.941621780395508,24.169065404706547,0.6188890994428219,0.0001
4,49.366280105897005,13.48524030049642,24.373942877379978,0.6120291250015977,0.0001
5,49.0918906514403,12.763298670450846,24.747627192493894,0.6251998011202481,0.0001
6,48.92333421908207,13.227108637491861,24.35404970997961,0.6113458629166947,0.0001
7,48.80776441524196,12.86690362294515,24.570590746687895,0.6013107008130665,0.0001
8,48.65159617204305,12.404807090759277,24.794453909500664,0.6095175720077783,0.0001
9,48.527488037024106,12.453561147054037,24.789066099596656,0.6116883678046676,0.0001
10,48.41320552055625,12.859457015991211,24.6285627647179,0.6065644118908251,0.0001
11,48.319345778973236,12.712411562601725,24.710859068499587,0.6126747560242345,0.0001
12,48.28352937560291,12.624011039733887,24.735657789621797,0.6207602176905198,0.0001
13,48.180360609485255,12.88137181599935,24.546049419176654,0.6113263056605605,0.0001
14,48.11086699379438,12.316785335540771,24.851482726366044,0.610847318758664,0.0001
15,47.97310640074924,12.21996815999349,24.975868485175422,0.6201202943678777,0.0001
16,47.96892619793083,12.32825787862142,24.9001447213811,0.6171739932296023,0.0001
17,47.89209429891333,12.591249465942383,24.71554926193473,0.6102177670773976,0.0001
18,47.8627512081341,12.599608739217123,24.719987739749925,0.6108993587095056,0.0001
19,47.81210228704637,12.118124643961588,24.978167696382283,0.6124836563655581,0.0001
20,47.76010192103697,12.387447516123453,24.72100264503575,0.6025290547964932,0.0001
21,47.671202809549634,12.281317234039307,24.88740332560361,0.6158210683947822,0.0001
22,47.64999212624005,12.236961523691813,24.890710506235422,0.6109844117136126,0.0001
23,47.566834237813524,12.232340176900228,24.921285983270625,0.6065435394152537,0.0001
24,47.50610824015227,12.081824461619059,24.99026114510529,0.6094202521641364,0.0001
25,47.4937579625144,11.890080769856771,25.058314191350803,0.6102996213913277,0.0001
26,47.436274027806235,12.65168285369873,24.672372369565768,0.6066355634534514,0.0001
27,47.44662678432489,12.281105677286783,24.798286959966983,0.6056809069049146,0.0001
28,47.3849404092546,12.676809310913086,24.715613325719463,0.6107152352190862,0.0001
29,47.30923944928182,12.377612749735514,24.812537368357283,0.6046777238946545,0.0001
30,47.27596728087743,12.403754552205404,24.814451474619556,0.6090534809675431,0.0001
