epoch,train_loss,val_loss,psnr,ssim,lr
1,52.31363328576101,9.703635270118713,27.64497987802849,0.663296287555586,0.0001
2,50.873260485197605,9.308663683414458,27.862678066022454,0.6645080642255572,0.0001
3,50.3499678389442,9.536893010139465,27.810755133825708,0.6697281127791257,0.0001
4,49.98978442717676,9.272635739088058,28.028692215917413,0.6779922551936935,0.0001
5,49.76648039359182,9.553110470175744,27.825497161275067,0.680736140811522,0.0001
6,49.52530155315266,9.45852150130272,28.020456207646593,0.6844700144217172,0.0001
7,49.38107533745226,9.40680976688862,27.94733850829937,0.6820267434101311,0.0001
8,49.28110193561155,9.152819494962692,28.235455553992665,0.683559837728808,0.0001
9,49.1206853937318,9.555411978781223,27.96296292093726,0.688459027470941,0.0001
10,49.05206006241836,9.477786034584046,27.909921305860145,0.6862679041602111,0.0001
11,48.948349280310744,9.395427023887635,28.036360209049594,0.6854662354247667,0.0001
12,48.87146939467699,9.223650998771191,28.190595586179317,0.6870419312603532,0.0001
13,48.74935752721444,9.344901951670646,28.08114272523291,0.6872856485500889,0.0001
14,48.65360651311978,9.335598027944565,28.131022292960502,0.6889360668006367,0.0001
15,48.62490614724605,9.382179723978043,28.089165112385384,0.687626998688606,0.0001
16,48.66180389977486,9.408364757061005,28.074141005365433,0.6843164196869729,0.0001
17,48.51387449488062,9.798612895846366,27.691505661321024,0.6882711571408172,0.0001
18,48.38920406416553,9.327911741256713,28.125391788065897,0.6891994874448467,0.0001
19,48.42054197622647,9.580150038719177,27.924641572458583,0.6859089363597666,0.0001
20,48.33478970224399,9.630834256887436,27.880500643502632,0.6878502909042743,0.0001
21,48.29491827343304,9.23201852285862,28.19763904494796,0.6877302507739558,0.0001
22,48.22580786648348,9.860716947317123,27.77430974231736,0.6889669589576526,0.0001
23,48.13655571453444,9.762260245263576,27.801789194048215,0.6908224726362321,0.0001
24,48.06636352617276,9.805879355788232,27.79023195150759,0.691966945428873,0.0001
25,48.056582829536126,9.876647578597069,27.806345397087608,0.6850739121889836,0.0001
26,47.928759734563286,9.471124038279056,28.018000447110452,0.6899431034970737,0.0001
27,47.94537244562184,9.330826483011245,28.132898403045054,0.6899268725804076,0.0001
28,47.94991453203807,9.707649023532868,27.812453751272837,0.6864467476936461,0.0001
29,47.84477058382432,9.407146397173404,28.094631898427426,0.6874950973129592,0.0001
30,47.79567714357779,9.332687352359295,28.156612637192868,0.689618413936275,0.0001
31,47.83396647624434,9.56007479685545,27.92645135359432,0.6860416466000263,0.0001
32,47.71873429651441,9.644862049937249,27.906197577786084,0.6885670002554718,0.0001
33,47.74061577601089,9.750703914284706,27.8649059661525,0.6913733681128942,0.0001
34,47.69434936373157,9.309600923120975,28.14888327427217,0.689828594323954,0.0001
