epoch,train_loss,val_loss,psnr,ssim,lr
1,52.31380482981853,12.747193873251845,25.777305315687972,0.6193322824017214,0.0001
2,50.873085463317196,12.405436771034443,26.010140405381495,0.6290264073130744,0.0001
3,50.34983526351438,12.380105406417186,26.037205585729154,0.6252348889507797,0.0001
4,49.98903333167917,12.282449827399681,26.112616961933803,0.632299242827371,0.0001
5,49.76630022013126,12.16401143166985,26.202124806324587,0.6371410074688354,0.0001
6,49.52480308773778,12.266022920888068,26.144294688111962,0.6347044409904776,0.0001
7,49.38179618758074,12.110328194544005,26.245682786317893,0.6362681187057363,0.0001
8,49.28229654256477,12.160946613110774,26.208972654810147,0.6333376634868754,0.0001
9,49.12104396926913,12.12432832094506,26.239032671943527,0.637216245310313,0.0001
10,49.05225144658885,12.130144447800213,26.22302871556689,0.6379480315940573,0.0001
11,48.94893092729938,12.00422722993141,26.34424590431401,0.6408831171338463,0.0001
12,48.871789248376444,12.054316527749478,26.309039988737602,0.6385491854369598,0.0001
13,48.751229012972246,11.936310648096983,26.37136216783497,0.6420356371528742,0.0001
14,48.6551311128252,11.966623611050442,26.358373506780893,0.6396943891354989,0.0001
15,48.625448968624966,11.955105609004839,26.356482951900638,0.6394721430428629,0.0001
16,48.662445744761776,11.97220678731666,26.35231194088118,0.6344347673776213,0.0001
17,48.51580515383749,11.942558946418007,26.34379224155834,0.6405372362123427,0.0001
18,48.38989160423403,11.856004407009944,26.42820302065995,0.643035108783721,0.0001
19,48.42201430146471,11.935393214278184,26.362759148300736,0.6367906825715395,0.0001
20,48.33615979867936,11.898680911898596,26.375250878892555,0.6378601042907946,0.0001
21,48.29595678799653,11.868023746972487,26.41243234051447,0.6402490212721291,0.0001
22,48.227738330955454,11.871206555053075,26.413761638677293,0.6409324431190366,0.0001
23,48.137244175420825,11.886727329522095,26.380922496535444,0.6396938789372852,0.0001
24,48.06709152845708,11.846525003059893,26.42058729542351,0.6436716072513231,0.0001
25,48.0572283668729,12.002586367331903,26.312291531897756,0.6363511742086513,0.0001
26,47.929281098776364,11.840123453710534,26.405107851043347,0.6382682634086145,0.0001
27,47.94484448302858,11.782056958221471,26.456269354195907,0.6422607452888583,0.0001
28,47.95234158006534,11.834067125649252,26.418128955579746,0.6411494405611191,0.0001
29,47.84638142714073,11.792350648462152,26.459405758356475,0.6414318915217962,0.0001
30,47.7973421701765,11.744759394716137,26.496614830862324,0.6430519281756558,0.0001
31,47.835835659468586,11.796633541260789,26.44725532392964,0.6405391979055132,0.0001
32,47.72184575483494,11.691422077177837,26.53030620091267,0.6449189666418338,0.0001
33,47.74112516177009,11.70860969514489,26.496367483845578,0.6466272739270633,0.0001
34,47.694455051642095,11.762579921436995,26.46589001819774,0.6390260741582423,0.0001
35,47.67520965379522,11.706663261685714,26.519941113097737,0.6448858929381269,0.0001
36,47.65074950912934,11.727505607774805,26.479329071339933,0.643053448044459,0.0001
37,47.58983314837347,11.696849952087573,26.511285827270555,0.6433819466262671,0.0001
38,47.58984458157132,11.709906374990599,26.499958157730514,0.6421838032842456,0.0001
39,47.55639902475975,11.750085075195454,26.4703796542986,0.6420632775255326,0.0001
40,47.550312728275685,11.694512790622346,26.515873191720015,0.6440564832061046,0.0001
41,47.47381650554358,11.672587889652176,26.536219318746816,0.6436785181168767,0.0001
42,47.526767806830854,11.665578251122275,26.553515245549434,0.6435911619679243,0.0001
43,47.490421124354505,11.713804810413706,26.49107184473385,0.6430972547677145,0.0001
44,47.4524237915191,11.662044607123619,26.550864590983604,0.6447635022470166,0.0001
45,47.37183564849195,11.648537978003596,26.54746586776765,0.6456265510265707,0.0001
46,47.346933655024266,11.764112197704614,26.460407744453693,0.6410743909383964,0.0001
47,47.36890005996408,11.71436319885131,26.50458561421685,0.64279661456192,0.0001
48,47.39315915438561,11.725347856421388,26.49735513736299,0.6430093901306846,0.0001
49,47.32140164111162,11.706419638143892,26.50217903626333,0.6436844229408762,0.0001
50,47.308325523485685,11.584482561060362,26.597552425637602,0.6465751612175304,0.0001
51,47.30338452899617,11.633501115920483,26.54897068667433,0.6439253617900519,0.0001
52,47.26316882937855,11.657817186637304,26.56862620226583,0.6441635971908724,0.0001
53,47.33779785395917,11.636235306379332,26.570614376059307,0.6445062313200876,0.0001
54,47.27742827013263,11.689349385688473,26.510665137778012,0.6426339762108046,0.0001
55,47.27109045670382,11.81586440399597,26.43230569312401,0.6428263141233804,0.0001
56,47.2398207100274,11.638642072319444,26.55174922365548,0.6449154277377246,0.0001
57,47.15375820826538,11.66956078046126,26.514080898135184,0.6433722505930446,0.0001
58,47.137980744398156,11.593174915762393,26.586636197178397,0.6458485171495424,0.0001
59,47.18720308057392,11.58908914213706,26.591355683199158,0.6445674989585328,0.0001
